Year,Pick,Draft,Pick in Draft,Drafted By,Name,Height,Weight,College,Birthday
2012,1.23,1,23,Hawks,John Jenkins,6'4'',212,Vanderbilt,1991-03-06
2012,1.24,1,24,Mavericks,Jared Cunningham,6'5'',188,Oregon State,1991-05-22
2012,1.25,1,25,Grizzlies,Tony Wroten,6'6'',203,Washington,1993-04-14
2012,1.26,1,26,Pacers,Miles Plumlee,7'0'',252,Duke,1988-09-01
2012,1.27,1,27,76ers,Arnett Moultrie,6'11'',233,Mississippi St.,1990-11-18
2012,1.28,1,28,Thunder,Perry Jones,6'11'',234,Baylor,1991-09-24
2012,1.29,1,29,Bulls,Marquis Teague,6'2'',180,Kentucky,1993-02-28
2012,1.3,1,30,Warriors,Festus Ezeli,6'11'',264,Vanderbilt,1989-10-21
2012,2.01,2,1,Bobcats,Jeff Taylor,6'7'',213,Vanderbilt,1989-05-23
2012,2.02,2,2,Wizards,Tomas Satoransky,6'7'',201,Sevilla,1991-10-30
2012,2.03,2,3,Mavericks,Bernard James,6'10'',230,Florida State,1985-02-07
2012,2.04,2,4,Mavericks,Jae Crowder,6'6'',241,Marquette,1990-07-06
2012,2.05,2,5,Warriors,Draymond Green,6'7'',236,Michigan State,1990-03-04
2012,2.06,2,6,Kings,Orlando Johnson,6'5'',224,UC Santa Barbara,1989-03-11
2012,2.07,2,7,Raptors,Quincy Acy,6'8'',224,Baylor,1990-10-06
2012,2.08,2,8,Nuggets,Quincy Miller,6'10'',219,Baylor,1992-11-18
2012,2.09,2,9,Pistons,Khris Middleton,6'8'',216,Texas A&M,1991-08-12
2012,2.1,2,10,Trailblazers,Will Barton,6'6'',174,Memphis,1991-01-06
2012,2.11,2,11,Trailblazers,Tyshawn Taylor,6'4'',177,Kansas,1990-04-12
2012,2.12,2,12,Bucks,Doron Lamb,6'5'',199,Kentucky,1991-11-06
2012,2.13,2,13,Hawks,Mike Scott,6'9'',241,Virginia,1988-07-16
2012,2.14,2,14,Pistons,Kim English,6'6'',192,Missouri,1988-09-24
2012,2.15,2,15,Heat,Justin Hamilton,6'11'',264,LSU,1990-04-01
2012,2.16,2,16,Hornets,Darius Miller,6'7'',233,Kentucky,1990-03-21
2012,2.17,2,17,Jazz,Kevin Murphy,6'6'',194,Tennessee Tech,1990-03-06
2012,2.18,2,18,Knicks,Kostas Papanikolaou,6'8'',230,Olympiakos,1990-07-31
2012,2.19,2,19,Magic,Kyle O'Quinn,6'10'',241,Norfolk State,1990-03-26
2012,2.2,2,20,Nuggets,Izzet Turkyilmaz,7'1'',211,Banvit,1990-05-20
2012,2.21,2,21,Celtics,Kris Joseph,6'7'',215,Syracuse,1988-12-17
2012,2.22,2,22,Warriors,Ognjen Kuzmic,7'1'',231,Malaga,1990-05-16
2012,2.23,2,23,Clippers,Furkan Aldemir,6'9'',220,Galatasaray,1991-08-09
2012,2.24,2,24,Nets,Tornike Shengelia,6'9'',228,Charleroi,1991-10-05
2012,2.25,2,25,Lakers,Darius Johnson-Odom,6'3'',212,Marquette,1989-09-28
2012,2.26,2,26,Raptors,Tomislav Zubcic,6'11'',229,Cibona Zagreb,1990-01-07
2012,2.27,2,27,Nets,Ilkan Karaman,6'9'',236,Karsiyaka,1990-05-13
2012,2.28,2,28,Timberwolves,Robbie Hummel,6'8'',218,Purdue,1989-03-08
2012,2.29,2,29,Spurs,Marcus Denmon,6'3'',188,Missouri,1990-03-20
2012,2.3,2,30,Lakers,Robert Sacre,7'0'',263,Gonzaga,1989-06-06
2011,1.01,1,1,Cavaliers,Kyrie Irving,"6'3""",190,Duke,1992-03-23
2011,1.02,1,2,Timberwolves,Derrick Williams,"6'9""",250,Arizona,1991-05-25
2011,1.03,1,3,Jazz,Enes Kanter,"6'11""",260,Kentucky,1992-05-20
2011,1.04,1,4,Cavaliers,Tristan Thompson,"6'9""",230,Texas,1991-03-13
2011,1.05,1,5,Raptors,Jonas Valanciunas,"6'11""",240,LietuvosRytas,1992-05-06
2011,1.06,1,6,Wizards,Jan Vesely,"6'11""",240,KKPartizanBelgrade,1990-04-24
2011,1.07,1,7,Kings,Bismack Biyombo,"6'9""",240,BaloncestoFuenlabrada,1992-08-28
2011,1.08,1,8,Pistons,Brandon Knight,"6'3""",180,Kentucky,1991-12-02
2011,1.09,1,9,Bobcats,Kemba Walker,"6'1""",185,Connecticut,1990-05-08
2011,1.1,1,10,Bucks,Jimmer Fredette,"6'2""",195,BYU,1989-02-25
2011,1.11,1,11,Warriors,Klay Thompson,"6'7""",205,WashingtonState,1990-02-08
2011,1.12,1,12,Jazz,Alec Burks,"6'6""",195,Colorado,1991-07-20
2011,1.13,1,13,Suns,Markieff Morris,"6'10""",240,Kansas,1989-09-02
2011,1.14,1,14,Rockets,Marcus Morris,"6'9""",230,Kansas,1989-09-02
2011,1.15,1,15,Pacers,Kawhi Leonard,"6'7""",225,SanDiegoState,1991-06-29
2011,1.16,1,16,76ers,Nikola Vucevic,"7'0""",260,USC,1990-10-24
2011,1.17,1,17,Knicks,Iman Shumpert,"6'6""",220,GeorgiaTech,1990-06-26
2011,1.18,1,18,Hawks,Chris Singleton,"6'9""",230,FloridaState,1989-11-21
2011,1.19,1,19,Hornets,Tobias Harris,"6'8""",225,Tennessee,1992-07-15
2011,1.2,1,20,Timberwolves,Donatas Motiejunas,"7'0""",215,BenettonTreviso,1990-09-20
2011,1.21,1,21,Trailblazers,Nolan Smith,"6'4""",190,Duke,1988-07-25
2011,1.22,1,22,Nuggets,Kenneth Faried,"6'8""",225,MoreheadState,1989-11-19
2011,1.23,1,23,Magic,Nikola Mirotic,"6'10""",210,RealMadrid,1991-02-11
2011,1.24,1,24,Thunder,Reggie Jackson,"6'3""",208,BostonCollege,1990-04-16
2011,1.25,1,25,Celtics,Marshon Brooks,"6'5""",195,Providence,1989-01-26
2011,1.26,1,26,Mavericks,Jordan Hamilton,"6'8""",230,Texas,1990-10-06
2011,1.27,1,27,Nets,JaJuan Johnson,"6'10""",220,Purdue,1989-02-08
2011,1.28,1,28,Bulls,Norris Cole,"6'2""",175,ClevelandSt.,1988-10-13
2011,1.29,1,29,Spurs,Cory Joseph,"6'3""",185,Texas,1991-09-20
2011,1.3,1,30,Bulls,Jimmy Butler,"6'8""",220,Marquette,1989-09-14
2011,2.01,2,1,Timberwolves,Bojan Bogdanovic,"6'7""",216,CibonaVIPZagreb,1989-04-18
2011,2.02,2,2,Cavaliers,Justin Harper,"6'9""",230,Richmond,1989-08-30
2011,2.03,2,3,Raptors,Kyle Singler,"6'9""",225,Duke,1988-05-04
2011,2.04,2,4,Wizards,Shelvin Mack,"6'2""",210,Butler,1990-04-22
2011,2.05,2,5,Kings,Tyler Honeycutt,"6'8""",190,UCLA,1990-07-15
2011,2.06,2,6,Nets,Jordan Williams,"6'9""",250,Maryland,1990-10-11
2011,2.07,2,7,Pistons,Trey Thompkins,"6'10""",240,Georgia,1990-05-29
2011,2.08,2,8,Clippers,Chandler Parsons,"6'10""",220,Florida,1988-10-25
2011,2.09,2,9,Bobcats,Jeremy Tyler,"6'11""",260,TokyoApache,1991-06-12
2011,2.1,2,10,Bucks,Jon Leuer,"6'11""",225,Wisconsin,1989-05-14
2011,2.11,2,11,Warriors,Darius Morris,"6'5""",190,Michigan,1991-01-03
2011,2.12,2,12,Pacers,Davis Bertans,"6'10""",210,UnionOlimpijaLjubljana,1992-11-12
2011,2.13,2,13,Bulls,Malcolm Lee,"6'5""",200,UCLA,1990-05-22
2011,2.14,2,14,Suns,Charles Jenkins,"6'3""",220,Hofstra,1989-02-28
2011,2.15,2,15,76ers,Josh Harrellson,"6'8""",279,Kentucky,1989-02-12
2011,2.16,2,16,Knicks,Andrew Goudelock,"6'3""",200,CollOfCharltn,1988-12-07
2011,2.17,2,17,Rockets,Travis Leslie,"6'4""",205,Georgia,1990-03-29
2011,2.18,2,18,Hawks,Keith Benson,"6'11""",220,Oakland,1988-08-13
2011,2.19,2,19,Grizzlies,Josh Selby,"6'3""",195,Kansas,1991-03-27
2011,2.2,2,20,Hornets,Lavoy Allen,"6' 9""",225,Temple,1989-02-04
2011,2.21,2,21,Trailblazers,Jon Diebler,"6' 6""",200,Ohio State,1988-06-22
2011,2.22,2,22,Nuggets,Vernon Macklin,"6' 9""",245,Florida,1986-09-26
2011,2.23,2,23,Magic,DeAndre Liggins,"6' 6""",205,Kentucky,1988-03-31
2011,2.24,2,24,Thunder,Milan Macvan,"6' 9""",265,KK Hemofarm,1989-11-16
2011,2.25,2,25,Celtics,E'Twaun Moore,"6'4""",191,Purdue,1989-02-28
2011,2.26,2,26,Lakers,Chu Chu Maduabum,,,,
2011,2.27,2,27,Mavericks,Tanguy Ngombo,"6' 6""",230,AL-RAYYAN (QATAR),1989-07-10
2011,2.28,2,28,Heat,Ater Majok,"6' 10""",225,FMV ISIKSPOR ISTANBUL,1987-07-04
2011,2.29,2,29,Spurs,Adam Hanga,"6' 7""",200,ALBACOMP (HUNGARY),1989-04-12
2011,2.3,2,30,Bulls,Isaiah Thomas,"5'10""",190,Washington,1989-02-07
2010,1.01,1,1,Wizards,John Wall,6'4,195,Kentucky,1990-09-06
2010,1.02,1,2,76ers,Evan Turner,6'7,205,Ohio State,1988-10-27
2010,1.03,1,3,Nets,Derrick Favors,6'10,246,Georgia Tech,1991-07-15
2010,1.04,1,4,Timberwolves,Wesley Johnson,6'7,195,Syracuse,1987-07-11
2010,1.05,1,5,Kings,DeMarcus Cousins,6'11,270,Kentucky,1990-08-13
2010,1.06,1,6,Warriors,Ekpe Udoh,6'10,240,Baylor,1987-05-20
2010,1.07,1,7,Pistons,Greg Monroe,6'11,240,Georgetown,1990-06-04
2010,1.08,1,8,Clippers,Al-Farouq Aminu,6'8,210,Wake Forest,1990-09-21
2010,1.09,1,9,Jazz,Gordon Hayward,6'8,200,Butler,1990-03-23
2010,1.1,1,10,Pacers,Paul George,6'9,215,Fresno State,1990-05-02
2010,1.11,1,11,Hornets,Cole Aldrich,6'11,250,Kansas,1988-10-31
2010,1.12,1,12,Grizzlies,Xavier Henry,6'6,210,Kansas,1991-03-15
2010,1.13,1,13,Raptors,Ed Davis,6'9,215,North Carolina,1989-06-05
2010,1.14,1,14,Rockets,Patrick Patterson,6'8,223,Kentucky,1989-03-14
2010,1.15,1,15,Bucks,Larry Sanders,6'9,205,VCU,1988-11-21
2010,1.16,1,16,Timberwolves,Luke Babbitt,6'7,215,Nevada,1989-06-20
2010,1.17,1,17,Bulls,Kevin Seraphin,6'9,258,Cholet,1989-12-07
2010,1.18,1,18,Thunder,Eric Bledsoe,6'1,190,Kentucky,1990-10-23
2010,1.19,1,19,Celtics,Avery Bradley,6'3,180,Texas,1990-11-26
2010,1.2,1,20,Spurs,James Anderson,6'6,195,Oklahoma State,1989-03-25
2010,1.21,1,21,Thunder,Craig Brackins,6'10,230,Iowa State,1987-10-09
2010,1.22,1,22,Trailblazers,Elliot Williams,6'4,175,Memphis,1989-06-20
2010,1.23,1,23,Timberwolves,Trevor Booker,6'7,215,Clemson,1987-11-25
2010,1.24,1,24,Hawks,Damion James,6'7,225,Texas,1987-10-07
2010,1.25,1,25,Grizzlies,Dominique Jones,6'4,205,South Florida,1988-10-15
2010,1.26,1,26,Thunder,Quincy Pondexter,6'6,220,Washington,1988-03-10
2010,1.27,1,27,Nets,Jordan Crawford,6'4,195,Xavier,1988-10-23
2010,1.28,1,28,Grizzlies,Greivis Vasquez,6'5,195,Maryland,1987-01-16
2010,1.29,1,29,Magic,Daniel Orton,6'10,260,Kentucky,1990-08-06
2010,1.3,1,30,Wizards,Lazar Hayward,6'6,225,Marquette,1986-11-26
2010,2.01,2,1,Nets,Tibor Pleiss,7'0,220,Brose Baskets Bamberg,1989-11-02
2010,2.02,2,2,Heat,Dexter Pittman,6'10,310,Texas,1988-03-02
2010,2.03,2,3,Kings,Hassan Whiteside,7'0,235,Marshall,1989-06-13
2010,2.04,2,4,Trailblazers,Armon Johnson,6'3,195,Nevada,1989-02-23
2010,2.05,2,5,Wizards,Nemanja Bjelica,6'10,210,BC Red Star Belgrade,1988-05-09
2010,2.06,2,6,Pistons,Terrico White,6'5,211,Mississippi,1990-03-07
2010,2.07,2,7,Bucks,Darington Hobson,6'7,205,New Mexico,1987-09-29
2010,2.08,2,8,Knicks,Andy Rautins,6'4,195,Syracuse,1986-11-02
2010,2.09,2,9,Knicks,Landry Fields,6'7,210,Stanford,1988-06-27
2010,2.1,2,10,Pacers,Lance Stephenson,6'5,200,Cincinnati,1990-09-05
2010,2.11,2,11,Heat,Jarvis Varnado,6'9,210,Mississippi St.,1988-03-01
2010,2.12,2,12,Heat,Da'Sean Butler,6'7,205,West Virginia,1988-01-25
2010,2.13,2,13,Lakers,Devin Ebanks,6'8,205,West Virginia,1989-10-28
2010,2.14,2,14,Bucks,Jerome Jordan,7'0,235,Tulsa,1986-09-29
2010,2.15,2,15,Timberwolves,Paulao Prestes,6'10,265,CB Murcia,1988-02-15
2010,2.16,2,16,Suns,Gani Lawal,6'8,233,Georgia Tech,1988-11-07
2010,2.17,2,17,Bucks,Tiny Gallon,6'8,320,Oklahoma,0000-00-00
2010,2.18,2,18,Heat,Latavious Williams,6'8,190,Tulsa 66ers,1989-03-29
2010,2.19,2,19,Spurs,Ryan Richards,6'10,225,Kalise Gran Canaria,1991-04-24
2010,2.2,2,20,Mavericks,Solomon Alabi,7'1,251,Florida State,1988-03-21
2010,2.21,2,21,Thunder,Magnum Rolle,6'10,200,Louisiana Tech,1986-02-23
2010,2.22,2,22,Celtics,Luke Harangody,6'8,251,Notre Dame,1988-01-02
2010,2.23,2,23,Hawks,Pape Sy,0'0,,,0000-00-00
2010,2.24,2,24,Clippers,Willie Warren,6'4,200,Oklahoma,1989-10-22
2010,2.25,2,25,Jazz,Jeremy Evans,6'9,190,Western Kentucky,1987-10-24
2010,2.26,2,26,Timberwolves,Hamady N'Diaye,6'11,225,Rutgers,1987-01-12
2010,2.27,2,27,Pacers,Ryan Reid,0'0,,,0000-00-00
2010,2.28,2,28,Lakers,Derrick Caracter,6'9,265,UTEP,1988-05-04
2010,2.29,2,29,Magic,Stanley Robinson,6'9,225,Connecticut,1988-07-14
2010,2.3,2,30,Suns,Dwayne Collins,6'8,232,"Miami, FL",1988-04-13
2009,1.01,1,1,Clippers,Blake Griffin,6'10,251,Oklahoma,1989-03-16
2009,1.02,1,2,Grizzlies,Hasheem Thabeet,7'3,265,Connecticut,1987-02-16
2009,1.03,1,3,Thunder,James Harden,6'5,218,Arizona State,1989-08-26
2009,1.04,1,4,Kings,Tyreke Evans,6'5,195,Memphis,1989-09-19
2009,1.05,1,5,Timberwolves,Ricky Rubio,6'4,180,DKV Joventut,1990-10-21
2009,1.06,1,6,Timberwolves,Jonny Flynn,6'0,172,Syracuse,1989-02-06
2009,1.07,1,7,Warriors,Stephen Curry,6'3,185,Davidson,1988-03-14
2009,1.08,1,8,Knicks,Jordan Hill,6'10,235,Arizona,1987-07-27
2009,1.09,1,9,Raptors,Demar DeRozan,6'7,207,USC,1989-08-07
2009,1.1,1,10,Bucks,Brandon Jennings,6'1,170,Lottomatica Roma,1989-09-23
2009,1.11,1,11,Nets,Terrence Williams,6'6,220,Louisville,1987-06-28
2009,1.12,1,12,Bobcats,Gerald Henderson,6'5,215,Duke,1987-12-09
2009,1.13,1,13,Pacers,Tyler Hansbrough,6'9,230,North Carolina,1985-11-03
2009,1.14,1,14,Suns,Earl Clark,6'9,220,Louisville,1988-01-17
2009,1.15,1,15,Pistons,Austin Daye,6'10,190,Gonzaga,1988-06-05
2009,1.16,1,16,Bulls,James Johnson,6'8,235,Wake Forest,1987-02-20
2009,1.17,1,17,76ers,Jrue Holiday,6'3,185,UCLA,1990-06-12
2009,1.18,1,18,Timberwolves,Ty Lawson,6'0,195,North Carolina,1987-11-03
2009,1.19,1,19,Hawks,Jeff Teague,6'2,180,Wake Forest,1988-06-10
2009,1.2,1,20,Jazz,Eric Maynor,6'2,175,VCU,1987-06-11
2009,1.21,1,21,Hornets,Darren Collison,6'1,165,UCLA,1987-08-23
2009,1.22,1,22,Trailblazers,Victor Claver,6'10,218,Pamesa Valencia,1988-09-01
2009,1.23,1,23,Kings,Omri Casspi,6'8,220,Maccabi Tel Aviv,1988-06-22
2009,1.24,1,24,Mavericks,B.J. Mullens,7'0,260,Ohio State,1989-02-14
2009,1.25,1,25,Thunder,Rodrigue Beaubois,6'2,182,Cholet,1988-02-24
2009,1.26,1,26,Bulls,Taj Gibson,6'9,210,USC,1985-06-24
2009,1.27,1,27,Grizzlies,DeMarre Carroll,6'8,225,Missouri,1986-07-27
2009,1.28,1,28,Timberwolves,Wayne Ellington,6'5,190,North Carolina,1987-10-29
2009,1.29,1,29,Knicks,Toney Douglas,6'1,196,Florida State,1986-03-16
2009,1.3,1,30,Cavaliers,Christian Eyenga,6'5,210,DKV Joventut,1989-06-22
2009,2.01,2,1,Kings,Jeff Pendergraph,6'9,230,Arizona State,1987-04-29
2009,2.02,2,2,Wizards,Jermaine Taylor,6'4,210,Central Florida,1986-12-08
2009,2.03,2,3,Trailblazers,Dante Cunningham,6'8,230,Villanova,1987-04-22
2009,2.04,2,4,Nuggets,Sergio Llull,6'3,176,Real Madrid,1987-11-15
2009,2.05,2,5,Pistons,DaJuan Summers,6'8,241,Georgetown,1988-01-24
2009,2.06,2,6,Grizzlies,Sam Young,6'6,210,Pittsburgh,1985-06-01
2009,2.07,2,7,Spurs,DeJuan Blair,6'7,265,Pittsburgh,1989-04-22
2009,2.08,2,8,Trailblazers,Jon Brockman,6'7,260,Washington,1987-03-20
2009,2.09,2,9,Pistons,Jonas Jerebko,6'9,210,Angelico Biella,1987-03-02
2009,2.1,2,10,Bobcats,Derrick Brown,6'7,225,Xavier,1987-09-07
2009,2.11,2,11,Bucks,Jodie Meeks,6'4,208,Kentucky,1987-08-21
2009,2.12,2,12,Lakers,Patrick Beverley,6'1,172,Dnipro,1988-07-12
2009,2.13,2,13,Heat,Marcus Thornton,6'4,198,LSU,1987-06-05
2009,2.14,2,14,Pistons,Chase Budinger,6'7,218,Arizona,1987-12-31
2009,2.15,2,15,Timberwolves,Nick Calathes,6'5,185,Florida,1989-02-07
2009,2.16,2,16,Suns,Danny Green,6'6,210,North Carolina,1987-06-22
2009,2.17,2,17,Timberwolves,Henk Norel,6'11,212,DKV Joventut,1987-09-17
2009,2.18,2,18,Suns,Taylor Griffin,6'7,238,Oklahoma State,1986-04-18
2009,2.19,2,19,Hawks,Sergey Gladyr,6'5,190,MBC Mykolaiv,1989-10-17
2009,2.2,2,20,Jazz,Goran Suton,6'10,245,Michigan State,1985-08-11
2009,2.21,2,21,Spurs,Jack McClinton,6'1,185,"Miami, FL",1985-01-19
2009,2.22,2,22,Pacers,A.J. Price,6'2,190,Connecticut,1986-10-07
2009,2.23,2,23,Spurs,Nando De Colo,6'5,187,Cholet,1987-06-23
2009,2.24,2,24,Bobcats,Robert Vaden,6'5,200,UAB,1985-03-03
2009,2.25,2,25,Trailblazers,Patrick Mills,6'0,175,Saint Mary's,1988-08-11
2009,2.26,2,26,Mavericks,Ahmad Nivins,6'9,235,Saint Joseph's,1987-02-10
2009,2.27,2,27,Suns,Emir Preldzic,6'9,220,Fenerbahce Ulker,1987-09-06
2009,2.28,2,28,Celtics,Lester Hudson,6'3,190,Tenn. Martin,1984-08-07
2009,2.29,2,29,Lakers,Chinemelu Elonu,6'10,235,Texas A&M,1987-03-11
2009,2.3,2,30,Heat,Robert Dozier,6'10,205,Memphis,1985-11-06
2008,1.01,1,1,Bulls,Derrick Rose,6'3,190,Memphis,1988-10-01
2008,1.02,1,2,Heat,Michael Beasley,6'9,235,Kansas State,1989-01-09
2008,1.03,1,3,Timberwolves,O.J. Mayo,6'5,195,USC,1987-11-05
2008,1.04,1,4,Supersonics,Russell Westbrook,6'3,187,UCLA,1988-11-12
2008,1.05,1,5,Grizzlies,Kevin Love,6'9,255,UCLA,1988-09-07
2008,1.06,1,6,Knicks,Danilo Gallinari,6'9,209,Armani Jeans Milano,1988-08-08
2008,1.07,1,7,Clippers,Eric Gordon,6'3,215,Indiana,1988-12-25
2008,1.08,1,8,Bucks,Joe Alexander,6'8,230,West Virginia,1986-12-26
2008,1.09,1,9,Bobcats,D.J. Augustin,5'11,175,Texas,1987-11-10
2008,1.1,1,10,Nets,Brook Lopez,7'0,260,Stanford,1988-04-01
2008,1.11,1,11,Pacers,Jerryd Bayless,6'3,199,Arizona,1988-08-20
2008,1.12,1,12,Kings,Jason Thompson,6'11,250,Rider,1986-07-21
2008,1.13,1,13,Trailblazers,Brandon Rush,6'7,211,Kansas,1985-07-08
2008,1.14,1,14,Warriors,Anthony Randolph,6'11,220,LSU,1989-07-15
2008,1.15,1,15,Suns,Robin Lopez,7'0,255,Stanford,1988-04-01
2008,1.16,1,16,76ers,Marreese Speights,6'10,245,Florida,1987-08-04
2008,1.17,1,17,Raptors,Roy Hibbert,7'2,272,Georgetown,1986-12-11
2008,1.18,1,18,Wizards,JaVale McGee,7'0,237,Nevada,1988-01-19
2008,1.19,1,19,Cavaliers,J.J. Hickson,6'9,242,N.C. State,1988-09-04
2008,1.2,1,20,Bobcats,Alexis Ajinca,7'1,225,Hyeres-Toulon,1988-05-06
2008,1.21,1,21,Nets,Ryan Anderson,6'10,240,California,1988-05-06
2008,1.22,1,22,Magic,Courtney Lee,6'5,200,Western Kentucky,1985-10-03
2008,1.23,1,23,Jazz,Kosta Koufos,7'1,245,Ohio State,1989-02-24
2008,1.24,1,24,Supersonics,Serge Ibaka,6'10,220,CB L'Hospitalet,1989-09-18
2008,1.25,1,25,Rockets,Nicolas Batum,6'8,214,Le Mans Sarthe Basket,1988-12-14
2008,1.26,1,26,Spurs,George Hill,6'2,180,IUPUI,1986-05-04
2008,1.27,1,27,Hornets,Darrell Arthur,6'9,215,Kansas,1987-11-10
2008,1.28,1,28,Grizzlies,Donte Greene,6'10,220,Syracuse,1988-02-21
2008,1.29,1,29,Pistons,D.J. White,6'9,230,Indiana,1986-09-01
2008,1.3,1,30,Celtics,J.R. Giddens,6'5,200,New Mexico,1985-02-14
2008,2.01,2,1,Timberwolves,Nikola Pekovic,6'11,243,KK Partizan Belgrade,1986-03-01
2008,2.02,2,2,Supersonics,Walter Sharpe,6'9,245,UAB,1986-07-16
2008,2.03,2,3,Trailblazers,Joey Dorsey,6'9,260,Memphis,1983-12-16
2008,2.04,2,4,Timberwolves,Mario Chalmers,6'1,190,Kansas,1986-05-21
2008,2.05,2,5,Clippers,DeAndre Jordan,7'0,260,Texas A&M,1988-07-21
2008,2.06,2,6,Trailblazers,Omer Asik,6'11,230,Fenerbahce Ulker,1986-07-04
2008,2.07,2,7,Bucks,Luc Richard Mbah A Moute,6'7,224,UCLA,1986-09-09
2008,2.08,2,8,Bobcats,Kyle Weaver,6'6,201,Washington State,1986-02-18
2008,2.09,2,9,Bulls,Sonny Weems,6'6,201,Arkansas,1986-07-08
2008,2.1,2,10,Nets,Chris Douglas-Roberts,6'7,200,Memphis,1987-01-08
